"respondent","condition","stimuli","accuracy","latency"
34,"Whitebad","bf56",1,1420
34,"Whitebad","glory",1,1518
34,"Whitebad","bm14",1,1283
34,"Whitebad","love",0,2142
34,"Whitebad","wm1",1,1349
34,"Whitebad","wicked",1,905
34,"Whitebad","wf2",1,1135
34,"Whitebad","love",0,1922
34,"Whitebad","bm23",1,1439
34,"Whitebad","evil",1,768
34,"Whitebad","wf2",1,715
34,"Whitebad","glory",0,1664
34,"Whitebad","wf3",1,1502
34,"Whitebad","laughter",1,2693
34,"Whitebad","wf6",1,1299
34,"Whitebad","hate",1,1729
34,"Whitebad","bm56",0,2366
34,"Whitebad","pain",1,1920
34,"Whitebad","bf23",1,1125
34,"Whitebad","terrible",1,1675
34,"Whitebad","wm1",1,3049
34,"Whitebad","peace",1,1417
34,"Whitebad","wm4",0,2887
34,"Whitebad","wicked",1,2833
34,"Whitebad","bm14",1,1602
34,"Whitebad","failure",1,4284
34,"Whitebad","wm6",1,1147
34,"Whitebad","joy",1,1191
34,"Whitebad","wf2",1,1105
34,"Whitebad","horrible",1,1103
34,"Whitebad","wm4",1,901
34,"Whitebad","bf56",1,870
34,"Whitebad","good",0,1236
34,"Whitebad","wm1",1,1581
34,"Whitebad","evil",1,776
35,"Whitegood","pain",1,819
35,"Whitegood","bf56",1,1236
35,"Whitegood","evil",1,829
35,"Whitegood","bf14",1,1053
35,"Whitegood","hate",1,941
35,"Whitegood","wf3",1,825
35,"Whitegood","glory",1,746
35,"Whitegood","wm4",1,822
35,"Whitegood","failure",1,1007
35,"Whitegood","wf2",1,776
35,"Whitegood","joy",1,772
35,"Whitegood","bm23",1,758
35,"Whitegood","terrible",1,962
35,"Whitegood","wf6",1,861
35,"Whitegood","horrible",1,1445
35,"Whitegood","bm14",1,541
35,"Whitegood","annoying",1,633
35,"Whitegood","wm1",1,785
35,"Whitegood","wicked",1,948
35,"Whitegood","bm56",1,567
35,"Whitegood","wm6",1,1166
35,"Whitegood","pleasure",1,808
35,"Whitegood","wm4",1,865
35,"Whitegood","wicked",1,800
35,"Whitegood","wf2",1,714
35,"Whitegood","peace",1,936
35,"Whitegood","wm6",1,684
35,"Whitegood","laughter",1,658
35,"Whitegood","wf6",1,649
35,"Whitegood","wf3",1,657
35,"Whitegood","good",1,681
35,"Whitegood","bf23",1,655
35,"Whitegood","evil",1,639
35,"Whitegood","bm56",1,567
35,"Whitegood","love",1,698
35,"Whitegood","bf56",1,927
35,"Whitegood","laughter",1,1092
35,"Whitegood","bm14",0,1414
35,"Whitegood","hate",1,643
35,"Whitegood","bm23",1,810
35,"Whitegood","joy",1,636
35,"Whitegood","wm1",1,788
35,"Whitegood","terrible",1,807
35,"Whitegood","bf23",1,632
35,"Whitegood","peace",1,752
35,"Whitegood","wf3",1,1172
35,"Whitegood","good",1,567
35,"Whitegood","wm4",1,522
35,"Whitegood","annoying",1,607
35,"Whitegood","wm6",1,616
35,"Whitegood","glory",1,858
35,"Whitegood","bf14",1,585
35,"Whitegood","horrible",1,643
35,"Whitegood","bf56",1,579
35,"Whitegood","pain",1,822
35,"Whitegood","bm23",1,615
35,"Whitegood","bf14",1,683
35,"Whitegood","love",1,922
35,"Whitebad","failure",1,1479
35,"Whitebad","wf6",1,1342
35,"Whitebad","annoying",0,1791
35,"Whitebad","wf2",1,1220
35,"Whitebad","terrible",1,909
35,"Whitebad","wm6",1,770
35,"Whitebad","good",1,1077
35,"Whitebad","bf14",1,900
35,"Whitebad","wicked",1,1754
35,"Whitebad","bf23",1,781
35,"Whitebad","love",1,1736
35,"Whitebad","wm4",1,1228
35,"Whitebad","hate",1,1462
35,"Whitebad","bf56",1,1229
35,"Whitebad","evil",1,1318
35,"Whitebad","wf3",0,2348
35,"Whitebad","pleasure",1,1199
35,"Whitebad","bm56",1,1064
35,"Whitebad","glory",1,1759
35,"Whitebad","wm1",1,955
35,"Whitebad","bm14",1,989
35,"Whitebad","horrible",1,912
35,"Whitebad","bm23",1,797
35,"Whitebad","pain",1,799
35,"Whitebad","wm6",1,1057
35,"Whitebad","joy",1,913
35,"Whitebad","wf6",1,1094
35,"Whitebad","evil",1,1300
35,"Whitebad","wm4",1,1434
35,"Whitebad","horrible",1,1154
35,"Whitebad","wf2",1,670
35,"Whitebad","laughter",1,965
35,"Whitebad","bf56",1,576
35,"Whitebad","peace",1,1427
35,"Whitebad","wm1",1,827
35,"Whitebad","bf23",1,1326
35,"Whitebad","wicked",1,1892
35,"Whitebad","bm23",1,1233
35,"Whitebad","pain",1,1130
35,"Whitebad","bm56",1,1198
35,"Whitebad","terrible",1,1000
35,"Whitebad","bm14",1,1170
35,"Whitebad","annoying",1,1365
35,"Whitebad","bf14",1,1024
35,"Whitebad","laughter",1,1961
35,"Whitebad","wf3",1,1044
35,"Whitebad","failure",1,1693
35,"Whitebad","bf56",1,1043
35,"Whitebad","love",1,2675
35,"Whitebad","wm6",1,1578
35,"Whitebad","good",1,1798
35,"Whitebad","wf3",1,943
35,"Whitebad","peace",1,1476
35,"Whitebad","bf23",1,842
35,"Whitebad","bm14",1,562
35,"Whitebad","pleasure",1,869
35,"Whitebad","wm4",1,636
35,"Whitebad","joy",1,789
36,"Whitegood","bm14",1,1188
36,"Whitegood","wicked",1,967
36,"Whitegood","bm56",1,665
36,"Whitegood","love",1,712
36,"Whitegood","wf2",1,741
36,"Whitegood","joy",1,754
36,"Whitegood","wm6",1,821
36,"Whitegood","terrible",1,734
36,"Whitegood","wf3",1,1130
36,"Whitegood","glory",1,839
36,"Whitegood","bf56",1,600
36,"Whitegood","pleasure",1,754
36,"Whitegood","wf6",1,1101
36,"Whitegood","horrible",1,739
36,"Whitegood","bm23",1,743
36,"Whitegood","pain",1,724
36,"Whitegood","wm1",1,656
36,"Whitegood","good",1,784
36,"Whitegood","wm4",1,722
36,"Whitegood","wm6",1,771
36,"Whitegood","annoying",1,622
36,"Whitegood","wf3",1,519
36,"Whitegood","failure",1,628
36,"Whitegood","bf14",1,572
36,"Whitegood","hate",1,703
36,"Whitegood","bf23",1,604
36,"Whitegood","peace",1,550
36,"Whitegood","wf6",1,674
36,"Whitegood","evil",1,705
36,"Whitegood","bf56",1,694
36,"Whitegood","terrible",1,877
36,"Whitegood","bf14",1,659
36,"Whitegood","annoying",1,818
36,"Whitegood","bf23",1,731
36,"Whitegood","laughter",1,792
36,"Whitegood","wm4",1,553
36,"Whitegood","horrible",1,589
36,"Whitegood","wf2",1,583
36,"Whitegood","laughter",1,1041
36,"Whitegood","wm1",1,553
36,"Whitegood","glory",1,645
36,"Whitegood","bm23",1,588
36,"Whitegood","bm14",1,642
36,"Whitegood","joy",1,667
36,"Whitegood","bm56",1,601
36,"Whitegood","good",1,627
36,"Whitegood","bf14",1,627
36,"Whitegood","pleasure",1,596
36,"Whitegood","bm23",1,622
36,"Whitegood","hate",1,799
36,"Whitegood","wm1",1,528
36,"Whitegood","pain",1,669
36,"Whitegood","wf6",1,548
36,"Whitegood","failure",1,888
36,"Whitegood","wf3",1,478
36,"Whitegood","peace",1,565
36,"Whitegood","bf56",1,600
36,"Whitegood","wicked",1,809
36,"Whitebad","good",0,3366
36,"Whitebad","bf14",1,1254
36,"Whitebad","glory",1,910
36,"Whitebad","bm14",1,643
36,"Whitebad","failure",1,643
36,"Whitebad","wf3",1,747
36,"Whitebad","horrible",0,3128
36,"Whitebad","wf2",1,923
36,"Whitebad","evil",1,1353
36,"Whitebad","wm4",1,660
36,"Whitebad","terrible",1,668
36,"Whitebad","wf6",1,707
36,"Whitebad","peace",1,545
36,"Whitebad","wm1",1,652
36,"Whitebad","pleasure",1,1332
36,"Whitebad","wm6",1,712
36,"Whitebad","wicked",1,774
36,"Whitebad","bf23",1,801
36,"Whitebad","wf3",1,676
36,"Whitebad","wm4",1,825
36,"Whitebad","joy",1,626
36,"Whitebad","wm1",1,586
36,"Whitebad","pain",1,741
36,"Whitebad","bm23",1,593
36,"Whitebad","annoying",1,563
36,"Whitebad","wm6",1,574
36,"Whitebad","hate",1,913
36,"Whitebad","bf56",1,638
36,"Whitebad","love",0,1627
36,"Whitebad","wf2",1,806
36,"Whitebad","laughter",1,784
36,"Whitebad","wf6",1,666
36,"Whitebad","pleasure",1,817
36,"Whitebad","bm56",1,642
36,"Whitebad","wicked",1,675
36,"Whitebad","bm23",1,585
36,"Whitebad","hate",1,844
36,"Whitebad","bf14",1,619
36,"Whitebad","laughter",0,1290
36,"Whitebad","bm56",1,665
36,"Whitebad","annoying",1,1064
36,"Whitebad","bf56",1,583
36,"Whitebad","terrible",1,610
36,"Whitebad","bf23",1,563
36,"Whitebad","glory",1,606
36,"Whitebad","wf6",1,664
36,"Whitebad","failure",0,1426
36,"Whitebad","wm6",1,672
36,"Whitebad","horrible",1,1463
36,"Whitebad","bm14",1,598
36,"Whitebad","wm4",1,662
36,"Whitebad","peace",1,958
36,"Whitebad","bf56",1,561
36,"Whitebad","joy",1,581
36,"Whitebad","bm56",1,471
36,"Whitebad","good",1,622
36,"Whitebad","bf14",1,543
36,"Whitebad","pain",1,611
37,"Whitebad","wicked",1,1041
37,"Whitebad","wf2",1,817
37,"Whitebad","peace",1,770
37,"Whitebad","wf6",1,749
37,"Whitebad","failure",1,1080
37,"Whitebad","wm1",1,663
37,"Whitebad","horrible",1,918
37,"Whitebad","bm23",1,763
37,"Whitebad","pain",1,751
37,"Whitebad","bm14",1,747
37,"Whitebad","joy",1,919
37,"Whitebad","bf23",1,772
37,"Whitebad","hate",1,703
37,"Whitebad","wf3",1,676
37,"Whitebad","annoying",1,731
37,"Whitebad","wm6",1,1024
37,"Whitebad","glory",1,841
37,"Whitebad","wm4",1,681
37,"Whitebad","good",1,847
37,"Whitebad","wm6",1,671
37,"Whitebad","wf2",1,731
37,"Whitebad","terrible",1,752
37,"Whitebad","bf56",1,675
37,"Whitebad","bf14",1,989
37,"Whitebad","evil",1,679
37,"Whitebad","wf6",1,653
37,"Whitebad","laughter",1,757
37,"Whitebad","bm56",1,841
37,"Whitebad","horrible",1,665
37,"Whitebad","wm1",1,688
37,"Whitebad","pleasure",1,662
37,"Whitebad","bf23",1,757
37,"Whitebad","love",1,649
37,"Whitebad","bf56",1,608
37,"Whitebad","peace",1,730
37,"Whitebad","bm14",1,558
37,"Whitebad","laughter",1,546
37,"Whitebad","wm4",1,645
37,"Whitebad","glory",1,654
37,"Whitebad","wf3",1,573
37,"Whitebad","annoying",1,840
37,"Whitebad","wf3",1,592
37,"Whitebad","terrible",0,1450
37,"Whitebad","bm56",1,674
37,"Whitebad","joy",1,713
37,"Whitebad","wf2",1,614
37,"Whitebad","love",0,1437
37,"Whitebad","bm23",1,583
37,"Whitebad","failure",1,658
37,"Whitebad","bf14",1,777
37,"Whitebad","pleasure",1,804
37,"Whitebad","wm4",1,694
37,"Whitebad","hate",1,1124
37,"Whitebad","bm56",1,633
37,"Whitebad","pain",0,1179
37,"Whitebad","bf23",1,819
37,"Whitebad","wicked",1,724
37,"Whitebad","bm14",1,745
37,"Whitebad","good",1,1158
37,"Whitegood","love",1,685
37,"Whitegood","wf2",1,523
37,"Whitegood","wf3",1,531
37,"Whitegood","hate",1,528
37,"Whitegood","wm1",1,588
37,"Whitegood","peace",1,726
37,"Whitegood","wf6",1,538
37,"Whitegood","joy",1,559
37,"Whitegood","bm56",1,537
37,"Whitegood","laughter",1,662
37,"Whitegood","wm6",1,637
37,"Whitegood","terrible",1,581
37,"Whitegood","bf14",1,527
37,"Whitegood","pleasure",1,468
37,"Whitegood","wm4",1,563
37,"Whitegood","glory",1,543
37,"Whitegood","bf56",1,554
37,"Whitegood","good",1,502
37,"Whitegood","wm1",1,579
37,"Whitegood","bm23",1,591
37,"Whitegood","wicked",1,706
37,"Whitegood","bf23",1,487
37,"Whitegood","evil",1,501
37,"Whitegood","wf3",1,483
37,"Whitegood","joy",1,449
37,"Whitegood","bm14",1,449
37,"Whitegood","love",1,496
37,"Whitegood","bf23",1,598
37,"Whitegood","good",1,535
37,"Whitegood","bm14",1,556
37,"Whitegood","horrible",1,567
37,"Whitegood","wm6",1,474
37,"Whitegood","annoying",1,465
37,"Whitegood","wf2",1,464
37,"Whitegood","wf6",1,558
37,"Whitegood","pain",1,553
37,"Whitegood","bm23",1,589
37,"Whitegood","failure",1,511
37,"Whitegood","bm56",1,476
37,"Whitegood","evil",1,531
37,"Whitegood","bf14",1,455
37,"Whitegood","laughter",1,615
37,"Whitegood","wm4",1,575
37,"Whitegood","glory",1,467
37,"Whitegood","bf56",0,887
37,"Whitegood","pain",1,830
37,"Whitegood","bm23",1,447
37,"Whitegood","annoying",0,927
37,"Whitegood","wf2",1,690
37,"Whitegood","failure",1,657
37,"Whitegood","wf6",1,520
37,"Whitegood","hate",1,453
37,"Whitegood","bm14",1,549
37,"Whitegood","horrible",1,521
37,"Whitegood","wf3",1,541
37,"Whitegood","terrible",1,578
37,"Whitegood","bf14",1,644
37,"Whitegood","pleasure",1,628
38,"Whitebad","pain",1,1368
38,"Whitebad","wf2",1,1163
38,"Whitebad","laughter",1,823
38,"Whitebad","bf23",1,720
38,"Whitebad","good",1,661
38,"Whitebad","wm1",1,748
38,"Whitebad","hate",0,2171
38,"Whitebad","bf14",1,1130
38,"Whitebad","failure",1,1271
38,"Whitebad","bm23",1,838
38,"Whitebad","evil",1,983
38,"Whitebad","wf3",1,841
38,"Whitebad","glory",1,1194
38,"Whitebad","bf56",1,643
38,"Whitebad","love",1,636
38,"Whitebad","wf6",1,740
38,"Whitebad","wm4",1,968
38,"Whitebad","terrible",1,1171
38,"Whitebad","bm56",1,758
38,"Whitebad","wm6",1,751
38,"Whitebad","wicked",0,1782
38,"Whitebad","bm14",1,1013
38,"Whitebad","horrible",0,1900
38,"Whitebad","wm6",1,1132
38,"Whitebad","annoying",1,1089
38,"Whitebad","bf23",1,783
38,"Whitebad","joy",1,657
38,"Whitebad","bf14",1,1033
38,"Whitebad","annoying",1,1193
38,"Whitebad","wf2",1,707
38,"Whitebad","evil",0,2148
38,"Whitebad","wf6",1,1228
38,"Whitebad","pleasure",1,1357
38,"Whitebad","bm23",1,481
38,"Whitebad","wicked",1,1143
38,"Whitebad","bm56",1,660
38,"Whitebad","peace",1,747
38,"Whitebad","bf56",1,1167
38,"Whitebad","good",1,538
38,"Whitebad","wm1",1,782
38,"Whitebad","laughter",1,697
38,"Whitebad","bm14",1,670
38,"Whitebad","horrible",1,805
38,"Whitebad","wf3",1,495
38,"Whitebad","failure",1,1165
38,"Whitebad","wm4",1,816
38,"Whitebad","glory",1,721
38,"Whitebad","bf14",1,526
38,"Whitebad","joy",1,763
38,"Whitebad","bm56",1,606
38,"Whitebad","bf56",1,492
38,"Whitebad","pain",1,707
38,"Whitebad","wm6",1,1088
38,"Whitebad","hate",1,1039
38,"Whitebad","wf3",1,879
38,"Whitebad","pleasure",0,2175
38,"Whitebad","wm4",1,816
38,"Whitebad","love",1,929
38,"Whitegood","laughter",1,935
38,"Whitegood","bm23",1,619
38,"Whitegood","evil",1,588
38,"Whitegood","wm1",1,662
38,"Whitegood","failure",1,670
38,"Whitegood","wf3",1,1085
38,"Whitegood","annoying",1,635
38,"Whitegood","bf14",1,715
38,"Whitegood","pain",1,513
38,"Whitegood","wm6",1,733
38,"Whitegood","hate",0,981
38,"Whitegood","wf2",1,795
38,"Whitegood","horrible",1,982
38,"Whitegood","bm56",1,696
38,"Whitegood","wicked",1,646
38,"Whitegood","bm14",1,430
38,"Whitegood","joy",1,687
38,"Whitegood","bf23",1,669
38,"Whitegood","terrible",1,1180
38,"Whitegood","wm4",1,646
38,"Whitegood","bf56",1,784
38,"Whitegood","hate",1,882
38,"Whitegood","wf6",1,688
38,"Whitegood","love",1,895
38,"Whitegood","bf56",1,612
38,"Whitegood","terrible",1,742
38,"Whitegood","bm56",1,473
38,"Whitegood","glory",1,648
38,"Whitegood","wf2",1,664
38,"Whitegood","pleasure",1,711
38,"Whitegood","wm4",1,468
38,"Whitegood","horrible",1,643
38,"Whitegood","wm6",1,651
38,"Whitegood","pain",1,962
38,"Whitegood","wm1",1,758
38,"Whitegood","wf6",1,424
38,"Whitegood","good",1,553
38,"Whitegood","wf3",1,501
38,"Whitegood","peace",1,682
38,"Whitegood","bm14",1,641
38,"Whitegood","failure",1,441
38,"Whitegood","wm6",1,737
38,"Whitegood","laughter",1,733
38,"Whitegood","bm23",1,633
38,"Whitegood","peace",1,722
38,"Whitegood","bf23",1,503
38,"Whitegood","evil",1,1093
38,"Whitegood","bf14",1,586
38,"Whitegood","annoying",0,1516
38,"Whitegood","bm56",1,729
38,"Whitegood","glory",1,790
38,"Whitegood","wf3",1,1016
38,"Whitegood","bm14",1,592
38,"Whitegood","love",1,914
38,"Whitegood","wf2",1,759
38,"Whitegood","pleasure",1,563
38,"Whitegood","bm23",1,629
38,"Whitegood","good",1,510
39,"Whitebad","glory",1,1227
39,"Whitebad","wf6",1,995
39,"Whitebad","laughter",1,1062
39,"Whitebad","wm4",0,1297
39,"Whitebad","wicked",1,778
39,"Whitebad","bm14",1,1149
39,"Whitebad","wm6",1,582
39,"Whitebad","horrible",1,617
39,"Whitebad","wf3",1,649
39,"Whitebad","love",1,921
39,"Whitebad","bf14",1,774
39,"Whitebad","annoying",1,1161
39,"Whitebad","bm23",1,764
39,"Whitebad","joy",1,551
39,"Whitebad","wf2",1,531
39,"Whitebad","failure",1,1360
39,"Whitebad","wm1",1,1123
39,"Whitebad","pleasure",1,792
39,"Whitebad","wf3",1,609
39,"Whitebad","bf56",1,1141
39,"Whitebad","good",1,593
39,"Whitebad","bm56",1,1195
39,"Whitebad","hate",1,557
39,"Whitebad","wm1",1,577
39,"Whitebad","evil",1,764
39,"Whitebad","bf23",0,1561
39,"Whitebad","peace",1,521
39,"Whitebad","wm4",1,694
39,"Whitebad","pain",1,684
39,"Whitebad","wf2",1,691
39,"Whitebad","terrible",1,753
39,"Whitebad","bm23",1,564
39,"Whitebad","hate",0,1246
39,"Whitebad","bm56",1,839
39,"Whitebad","love",1,520
39,"Whitebad","wf6",0,703
39,"Whitebad","evil",1,1018
39,"Whitebad","bm14",1,802
39,"Whitebad","laughter",1,796
39,"Whitebad","bf56",0,1067
39,"Whitebad","joy",1,708
39,"Whitebad","bf23",1,929
39,"Whitebad","pleasure",0,989
39,"Whitebad","wm6",1,608
39,"Whitebad","glory",1,722
39,"Whitebad","wf2",1,622
39,"Whitebad","good",1,704
39,"Whitebad","bf14",1,637
39,"Whitebad","failure",0,917
39,"Whitebad","wf6",1,610
39,"Whitebad","terrible",1,667
39,"Whitebad","bf56",1,610
39,"Whitebad","annoying",1,628
39,"Whitebad","bf23",0,1033
39,"Whitebad","horrible",1,1380
39,"Whitebad","wf3",1,542
39,"Whitebad","bm23",1,501
39,"Whitebad","wicked",1,866
39,"Whitegood","love",1,724
39,"Whitegood","bm14",1,520
39,"Whitegood","peace",1,525
39,"Whitegood","bf14",1,698
39,"Whitegood","wicked",1,575
39,"Whitegood","wf2",1,554
39,"Whitegood","good",1,558
39,"Whitegood","bm23",1,513
39,"Whitegood","annoying",1,543
39,"Whitegood","bm56",1,506
39,"Whitegood","hate",1,488
39,"Whitegood","wm4",1,582
39,"Whitegood","wm6",0,1009
39,"Whitegood","terrible",1,606
39,"Whitegood","wm1",1,752
39,"Whitegood","failure",1,659
39,"Whitegood","wf3",1,562
39,"Whitegood","evil",1,742
39,"Whitegood","wf6",1,585
39,"Whitegood","bf56",1,567
39,"Whitegood","joy",1,811
39,"Whitegood","bf23",1,651
39,"Whitegood","horrible",1,611
39,"Whitegood","wm1",1,532
39,"Whitegood","pain",1,520
39,"Whitegood","bm14",1,541
39,"Whitegood","terrible",1,633
39,"Whitegood","wf6",1,673
39,"Whitegood","wicked",1,608
39,"Whitegood","bf23",1,537
39,"Whitegood","pleasure",1,733
39,"Whitegood","bf14",1,466
39,"Whitegood","laughter",1,529
39,"Whitegood","bm23",1,565
39,"Whitegood","failure",1,864
39,"Whitegood","bf56",1,567
39,"Whitegood","horrible",1,570
39,"Whitegood","bm56",1,597
39,"Whitegood","hate",1,695
39,"Whitegood","wm4",1,700
39,"Whitegood","evil",0,820
39,"Whitegood","bm14",1,490
39,"Whitegood","glory",0,1021
39,"Whitegood","wf2",1,553
39,"Whitegood","annoying",1,517
39,"Whitegood","wm6",1,546
39,"Whitegood","joy",1,566
39,"Whitegood","wf3",1,457
39,"Whitegood","peace",1,488
39,"Whitegood","wf2",1,463
39,"Whitegood","wm4",1,585
39,"Whitegood","glory",1,484
39,"Whitegood","bf56",0,764
39,"Whitegood","pleasure",1,716
39,"Whitegood","bf14",1,561
39,"Whitegood","good",1,397
39,"Whitegood","wf3",1,598
39,"Whitegood","love",1,568
40,"Whitebad","annoying",0,2457
40,"Whitebad","bm23",1,2106
40,"Whitebad","wicked",1,1177
40,"Whitebad","wm4",1,1779
40,"Whitebad","glory",1,1607
40,"Whitebad","bf23",1,1064
40,"Whitebad","hate",0,2397
40,"Whitebad","bm14",1,1848
40,"Whitebad","pain",1,1920
40,"Whitebad","wf2",1,830
40,"Whitebad","horrible",1,1791
40,"Whitebad","wm1",1,2112
40,"Whitebad","terrible",1,1111
40,"Whitebad","bf14",1,1264
40,"Whitebad","joy",1,1111
40,"Whitebad","bf56",1,1093
40,"Whitebad","failure",0,1355
40,"Whitebad","wf3",1,1750
40,"Whitebad","evil",1,1034
40,"Whitebad","bm56",1,2506
40,"Whitebad","bm23",1,1152
40,"Whitebad","pleasure",0,1303
40,"Whitebad","bm56",1,1480
40,"Whitebad","peace",1,1191
40,"Whitebad","wf6",1,1441
40,"Whitebad","terrible",1,1522
40,"Whitebad","wm6",1,1583
40,"Whitebad","laughter",1,1210
40,"Whitebad","wm6",1,1091
40,"Whitebad","love",0,1429
40,"Whitebad","bm14",1,1241
40,"Whitebad","hate",1,1810
40,"Whitebad","wf3",1,1011
40,"Whitebad","wf2",1,1795
40,"Whitebad","good",0,1091
40,"Whitebad","bf56",1,1090
40,"Whitebad","glory",1,2733
40,"Whitebad","bf14",1,1698
40,"Whitebad","joy",1,984
40,"Whitebad","wm1",0,1575
40,"Whitebad","failure",1,1708
40,"Whitebad","wf6",1,793
40,"Whitebad","annoying",1,1180
40,"Whitebad","bf23",1,934
40,"Whitebad","horrible",1,915
40,"Whitebad","bf14",1,888
40,"Whitebad","laughter",0,1222
40,"Whitebad","wm4",1,3416
40,"Whitebad","pain",1,1394
40,"Whitebad","wm1",1,619
40,"Whitebad","peace",0,1217
40,"Whitebad","bm56",1,2357
40,"Whitebad","love",0,2387
40,"Whitebad","bm23",1,979
40,"Whitebad","wicked",1,998
40,"Whitebad","wf2",1,736
40,"Whitebad","wf6",1,2226
40,"Whitebad","pleasure",1,2203
40,"Whitegood","good",1,899
40,"Whitegood","bm14",1,904
40,"Whitegood","pain",1,742
40,"Whitegood","wm6",1,650
40,"Whitegood","wicked",1,706
40,"Whitegood","bm23",1,631
40,"Whitegood","annoying",1,967
40,"Whitegood","wm4",1,674
40,"Whitegood","terrible",1,866
40,"Whitegood","bf23",1,840
40,"Whitegood","hate",1,897
40,"Whitegood","wf6",1,814
40,"Whitegood","glory",1,896
40,"Whitegood","wf2",1,653
40,"Whitegood","laughter",1,541
40,"Whitegood","wf3",1,657
40,"Whitegood","evil",1,609
40,"Whitegood","bf14",1,553
40,"Whitegood","love",1,605
40,"Whitegood","wm1",1,983
40,"Whitegood","bf56",1,1614
40,"Whitegood","bm56",1,1041
40,"Whitegood","failure",1,731
40,"Whitegood","wm6",1,615
40,"Whitegood","peace",1,568
40,"Whitegood","bf56",1,674
40,"Whitegood","horrible",1,1202
40,"Whitegood","bm56",1,507
40,"Whitegood","hate",1,865
40,"Whitegood","wm1",1,688
40,"Whitegood","horrible",0,1409
40,"Whitegood","bf14",0,2966
40,"Whitegood","pain",1,3205
40,"Whitegood","bm14",1,648
40,"Whitegood","terrible",1,631
40,"Whitegood","bf23",1,520
40,"Whitegood","joy",1,661
40,"Whitegood","wm4",1,604
40,"Whitegood","pleasure",1,1374
40,"Whitegood","wf3",1,529
40,"Whitegood","glory",1,550
40,"Whitegood","bm23",1,569
40,"Whitegood","good",1,644
40,"Whitegood","bf23",1,564
40,"Whitegood","annoying",1,703
40,"Whitegood","bm23",1,533
40,"Whitegood","failure",1,705
40,"Whitegood","wf6",1,583
40,"Whitegood","love",1,1577
40,"Whitegood","wf2",1,483
40,"Whitegood","laughter",1,474
40,"Whitegood","wm4",1,513
40,"Whitegood","pleasure",1,550
40,"Whitegood","wf6",1,570
40,"Whitegood","wm6",1,451
40,"Whitegood","wicked",1,434
40,"Whitegood","bf14",1,458
40,"Whitegood","peace",1,490
41,"Whitegood","glory",1,771
41,"Whitegood","bm23",1,1093
41,"Whitegood","evil",1,716
41,"Whitegood","wm4",1,825
41,"Whitegood","good",1,786
41,"Whitegood","bm56",1,652
41,"Whitegood","wicked",1,628
41,"Whitegood","bf56",1,708
41,"Whitegood","pleasure",1,698
41,"Whitegood","bf14",1,680
41,"Whitegood","pain",1,639
41,"Whitegood","bm14",1,775
41,"Whitegood","hate",1,698
41,"Whitegood","wf6",1,815
41,"Whitegood","laughter",1,600
41,"Whitegood","wm1",1,594
41,"Whitegood","joy",1,572
41,"Whitegood","wf2",1,575
41,"Whitegood","bf23",1,646
41,"Whitegood","bm56",1,994
41,"Whitegood","peace",1,676
41,"Whitegood","wf3",1,730
41,"Whitegood","horrible",1,767
41,"Whitegood","bm23",1,586
41,"Whitegood","failure",1,613
41,"Whitegood","wm6",1,661
41,"Whitegood","love",1,605
41,"Whitegood","bf23",1,687
41,"Whitegood","joy",1,717
41,"Whitegood","wm1",1,706
41,"Whitegood","annoying",1,784
41,"Whitegood","wm6",1,778
41,"Whitegood","terrible",1,813
41,"Whitegood","bf56",1,454
41,"Whitegood","hate",1,566
41,"Whitegood","wf6",1,536
41,"Whitegood","pain",1,597
41,"Whitegood","wf2",1,574
41,"Whitegood","wicked",1,633
41,"Whitegood","wf3",1,641
41,"Whitegood","annoying",1,618
41,"Whitegood","wm4",0,1005
41,"Whitegood","terrible",1,716
41,"Whitegood","wm4",1,944
41,"Whitegood","peace",1,589
41,"Whitegood","wf6",1,687
41,"Whitegood","good",1,478
41,"Whitegood","bm14",1,588
41,"Whitegood","bf14",1,768
41,"Whitegood","pleasure",1,691
41,"Whitegood","bf56",1,737
41,"Whitegood","laughter",1,725
41,"Whitegood","wm1",1,769
41,"Whitegood","failure",1,676
41,"Whitegood","bm14",1,507
41,"Whitegood","love",1,544
41,"Whitegood","bf23",1,1148
41,"Whitegood","horrible",1,663
41,"Whitebad","evil",1,1564
41,"Whitebad","bf23",1,1183
41,"Whitebad","love",1,1761
41,"Whitebad","wf3",0,2386
41,"Whitebad","horrible",1,1055
41,"Whitebad","bm14",1,1262
41,"Whitebad","peace",1,1670
41,"Whitebad","wm4",1,1254
41,"Whitebad","pleasure",0,2505
41,"Whitebad","bf14",1,1531
41,"Whitebad","joy",1,1015
41,"Whitebad","wf6",1,1257
41,"Whitebad","failure",1,1216
41,"Whitebad","wf2",1,1449
41,"Whitebad","glory",0,1490
41,"Whitebad","wm6",1,999
41,"Whitebad","good",1,1240
41,"Whitebad","bf56",1,1377
41,"Whitebad","laughter",1,1308
41,"Whitebad","wm1",1,1929
41,"Whitebad","wf3",1,947
41,"Whitebad","annoying",1,959
41,"Whitebad","bm56",1,939
41,"Whitebad","wm1",0,1687
41,"Whitebad","pleasure",0,2214
41,"Whitebad","bm23",1,1242
41,"Whitebad","hate",1,987
41,"Whitebad","bf23",1,1229
41,"Whitebad","love",1,1262
41,"Whitebad","bf14",1,1141
41,"Whitebad","wicked",1,786
41,"Whitebad","bm14",1,956
41,"Whitebad","laughter",1,976
41,"Whitebad","bm56",1,674
