"respondent","condition","stimuli","accuracy","latency"
8,"Whitebad","wm6",1,667
8,"Whitebad","peace",1,898
8,"Whitebad","wm1",1,799
8,"Whitebad","good",1,745
8,"Whitebad","bm14",1,693
8,"Whitebad","pleasure",1,699
8,"Whitebad","bf23",1,505
8,"Whitebad","bm23",1,665
8,"Whitebad","wicked",1,680
8,"Whitebad","bf56",1,510
8,"Whitebad","glory",1,883
8,"Whitebad","wf3",1,1602
8,"Whitebad","annoying",0,2904
8,"Whitebad","wm4",1,657
8,"Whitebad","bf14",1,1610
8,"Whitebad","terrible",0,2048
8,"Whitebad","bm56",1,708
8,"Whitebad","hate",1,633
8,"Whitebad","wf2",1,1081
8,"Whitebad","laughter",0,2258
8,"Whitebad","bf23",1,967
8,"Whitebad","horrible",1,587
8,"Whitebad","bm23",1,637
8,"Whitebad","evil",1,773
8,"Whitebad","wf6",0,2748
8,"Whitebad","failure",1,1324
8,"Whitebad","bf56",1,625
8,"Whitebad","pain",1,1026
8,"Whitebad","wf6",1,1130
8,"Whitebad","wicked",0,2206
8,"Whitebad","wf3",1,1224
8,"Whitebad","failure",1,889
8,"Whitebad","wm1",1,567
8,"Whitebad","bm14",1,816
8,"Whitebad","peace",1,865
8,"Whitebad","wm6",1,799
8,"Whitebad","hate",1,833
8,"Whitebad","wm4",1,689
8,"Whitebad","annoying",1,904
8,"Whitebad","bm23",1,725
8,"Whitebad","pleasure",1,715
8,"Whitebad","wf2",1,663
8,"Whitebad","glory",1,1175
8,"Whitebad","wm6",1,1081
8,"Whitebad","pain",0,2700
8,"Whitebad","bf23",1,773
8,"Whitebad","horrible",1,1201
8,"Whitebad","wf6",1,730
8,"Whitebad","evil",1,639
8,"Whitebad","bf56",1,623
8,"Whitebad","good",1,1064
8,"Whitebad","wm4",1,679
8,"Whitebad","love",1,1166
8,"Whitegood","joy",1,2915
8,"Whitegood","bf14",1,745
8,"Whitegood","annoying",1,782
8,"Whitegood","bf23",1,567
8,"Whitegood","horrible",1,491
8,"Whitegood","wm4",1,592
8,"Whitegood","peace",1,619
8,"Whitegood","bm23",1,580
8,"Whitegood","failure",1,607
8,"Whitegood","wm6",1,561
8,"Whitegood","wf2",1,539
8,"Whitegood","pleasure",1,535
8,"Whitegood","bm56",1,563
8,"Whitegood","good",1,759
8,"Whitegood","wm1",1,602
8,"Whitegood","pain",1,699
8,"Whitegood","bf56",1,625
8,"Whitegood","terrible",1,618
8,"Whitegood","bm14",1,459
8,"Whitegood","wf3",1,1395
8,"Whitegood","wicked",1,694
8,"Whitegood","bm56",1,443
8,"Whitegood","evil",1,508
8,"Whitegood","wf6",1,465
8,"Whitegood","laughter",1,720
8,"Whitegood","bf56",1,437
8,"Whitegood","hate",1,765
8,"Whitegood","wm6",1,473
8,"Whitegood","hate",1,831
8,"Whitegood","bf23",1,631
8,"Whitegood","glory",1,624
8,"Whitegood","bf14",1,617
8,"Whitegood","horrible",1,666
8,"Whitegood","bm14",1,401
8,"Whitegood","love",1,642
8,"Whitegood","wm4",1,586
8,"Whitegood","terrible",1,556
8,"Whitegood","wm1",1,623
8,"Whitegood","glory",1,552
8,"Whitegood","wf2",1,596
8,"Whitegood","annoying",1,590
8,"Whitegood","wf3",1,528
8,"Whitegood","peace",1,790
8,"Whitegood","wf6",1,488
8,"Whitegood","wicked",1,654
8,"Whitegood","bm23",0,1722
8,"Whitegood","evil",1,586
8,"Whitegood","bm14",1,540
8,"Whitegood","joy",1,664
8,"Whitegood","wf2",1,606
8,"Whitegood","failure",1,649
8,"Whitegood","wf6",1,472
8,"Whitegood","love",1,511
8,"Whitegood","wf3",1,612
8,"Whitegood","bm56",1,521
8,"Whitegood","pleasure",1,630
8,"Whitegood","bm23",1,574
8,"Whitegood","good",1,401
9,"Whitegood","pain",1,1001
9,"Whitegood","bm56",1,578
9,"Whitegood","glory",1,597
9,"Whitegood","wm6",1,527
9,"Whitegood","joy",1,628
9,"Whitegood","bm23",1,524
9,"Whitegood","failure",1,689
9,"Whitegood","bf56",1,551
9,"Whitegood","pleasure",1,619
9,"Whitegood","wf2",1,539
9,"Whitegood","hate",1,472
9,"Whitegood","wm4",0,1050
9,"Whitegood","good",1,622
9,"Whitegood","bf23",1,495
9,"Whitegood","annoying",1,525
9,"Whitegood","bf14",1,497
9,"Whitegood","peace",1,511
9,"Whitegood","bm14",1,508
9,"Whitegood","horrible",1,586
9,"Whitegood","bm23",1,564
9,"Whitegood","bf14",1,1992
9,"Whitegood","laughter",1,627
9,"Whitegood","bm56",1,499
9,"Whitegood","love",1,577
9,"Whitegood","wm1",1,683
9,"Whitegood","wf3",1,513
9,"Whitegood","love",1,559
9,"Whitegood","wf6",1,562
9,"Whitegood","good",1,494
9,"Whitegood","wm6",1,483
9,"Whitegood","terrible",1,553
9,"Whitegood","wm1",1,661
9,"Whitegood","joy",1,572
9,"Whitegood","bf23",1,511
9,"Whitegood","glory",1,469
9,"Whitegood","wf3",1,564
9,"Whitegood","wicked",1,503
9,"Whitegood","wf2",1,573
9,"Whitegood","evil",1,536
9,"Whitegood","bf56",1,484
9,"Whitegood","peace",1,522
9,"Whitegood","bm14",1,487
9,"Whitegood","failure",1,669
9,"Whitegood","wm4",1,772
9,"Whitegood","pain",1,511
9,"Whitegood","bm14",1,468
9,"Whitegood","hate",1,819
9,"Whitegood","wf6",1,540
9,"Whitegood","evil",1,688
9,"Whitegood","bf56",1,478
9,"Whitegood","terrible",1,485
9,"Whitegood","wf6",1,484
9,"Whitegood","laughter",1,610
9,"Whitegood","bm56",1,435
9,"Whitegood","pleasure",1,563
9,"Whitegood","wf2",1,766
9,"Whitegood","horrible",1,465
9,"Whitegood","wm1",0,902
9,"Whitegood","annoying",1,556
9,"Whitebad","wicked",1,1098
9,"Whitebad","wm6",0,1671
9,"Whitebad","horrible",0,1607
9,"Whitebad","wm1",1,1614
9,"Whitebad","bm14",1,1076
9,"Whitebad","hate",1,1355
9,"Whitebad","bm56",1,1399
9,"Whitebad","peace",0,1488
9,"Whitebad","wf6",1,1582
9,"Whitebad","failure",0,1466
9,"Whitebad","wm4",1,1359
9,"Whitebad","annoying",1,1211
9,"Whitebad","bf23",1,1052
9,"Whitebad","evil",1,1476
9,"Whitebad","bf56",1,1066
9,"Whitebad","joy",0,1528
9,"Whitebad","wf3",1,1022
9,"Whitebad","love",1,1271
9,"Whitebad","wf2",1,1126
9,"Whitebad","bm23",1,943
9,"Whitebad","glory",1,1332
9,"Whitebad","bf14",1,1104
9,"Whitebad","laughter",1,1390
9,"Whitebad","bf14",1,592
9,"Whitebad","pleasure",1,1139
9,"Whitebad","bm56",0,1418
9,"Whitebad","good",1,816
9,"Whitebad","wm4",1,672
9,"Whitebad","terrible",1,688
9,"Whitebad","wf2",1,622
9,"Whitebad","pain",1,527
9,"Whitebad","wm1",1,619
9,"Whitebad","wf3",1,1382
9,"Whitebad","love",1,705
9,"Whitebad","wm6",0,2467
9,"Whitebad","glory",0,1731
9,"Whitebad","bm23",1,1281
9,"Whitebad","pleasure",0,1198
9,"Whitebad","bm14",1,665
9,"Whitebad","good",1,648
9,"Whitebad","bf56",1,920
9,"Whitebad","hate",0,1373
9,"Whitebad","wf6",1,1054
9,"Whitebad","failure",1,894
9,"Whitebad","bf23",1,932
9,"Whitebad","terrible",1,840
9,"Whitebad","wf2",1,888
9,"Whitebad","laughter",0,1438
9,"Whitebad","wf3",1,1182
9,"Whitebad","joy",1,1536
9,"Whitebad","bm56",1,885
9,"Whitebad","wicked",0,1156
9,"Whitebad","bm23",1,790
9,"Whitebad","horrible",1,793
9,"Whitebad","wf6",1,762
9,"Whitebad","annoying",1,654
9,"Whitebad","bf56",1,621
9,"Whitebad","evil",1,1111
10,"Whitegood","failure",1,599
10,"Whitegood","wm4",1,584
10,"Whitegood","evil",1,635
10,"Whitegood","bm14",1,443
10,"Whitegood","laughter",1,1083
10,"Whitegood","wf3",1,426
10,"Whitegood","bf56",1,514
10,"Whitegood","hate",1,496
10,"Whitegood","bf23",1,485
10,"Whitegood","glory",1,516
10,"Whitegood","bf14",1,528
10,"Whitegood","pain",1,501
10,"Whitegood","bm56",1,387
10,"Whitegood","horrible",1,501
10,"Whitegood","wf2",1,482
10,"Whitegood","joy",1,401
10,"Whitegood","bm23",1,474
10,"Whitegood","wicked",1,473
10,"Whitegood","wf6",1,432
10,"Whitegood","bf56",1,1486
10,"Whitegood","love",1,517
10,"Whitegood","wm6",1,593
10,"Whitegood","terrible",1,524
10,"Whitegood","wm1",0,981
10,"Whitegood","pleasure",1,1010
10,"Whitegood","bm23",1,555
10,"Whitegood","good",1,751
10,"Whitegood","wf6",1,443
10,"Whitegood","peace",1,483
10,"Whitegood","bm14",1,481
10,"Whitegood","good",1,511
10,"Whitegood","wf3",1,757
10,"Whitegood","annoying",1,593
10,"Whitegood","wm4",1,618
10,"Whitegood","glory",1,787
10,"Whitegood","bf14",1,733
10,"Whitegood","pleasure",0,1235
10,"Whitegood","wf2",1,545
10,"Whitegood","failure",1,589
10,"Whitegood","wm6",1,527
10,"Whitegood","pain",1,540
10,"Whitegood","bm56",1,496
10,"Whitegood","hate",1,479
10,"Whitegood","bf23",1,501
10,"Whitegood","laughter",1,570
10,"Whitegood","wm1",1,773
10,"Whitegood","love",1,1352
10,"Whitegood","wf2",1,452
10,"Whitegood","horrible",1,524
10,"Whitegood","wm4",1,616
10,"Whitegood","annoying",1,529
10,"Whitegood","bf23",1,533
10,"Whitegood","peace",1,610
10,"Whitegood","wf6",1,619
10,"Whitegood","terrible",1,524
10,"Whitegood","bm56",1,496
10,"Whitegood","wicked",1,479
10,"Whitegood","bm14",1,453
10,"Whitebad","love",1,707
10,"Whitebad","bm23",1,448
10,"Whitebad","horrible",0,926
10,"Whitebad","wf3",1,635
10,"Whitebad","annoying",0,1153
10,"Whitebad","wf6",1,639
10,"Whitebad","glory",0,1251
10,"Whitebad","bm14",1,1326
10,"Whitebad","joy",1,1348
10,"Whitebad","bf14",1,527
10,"Whitebad","pain",1,588
10,"Whitebad","bf56",1,694
10,"Whitebad","laughter",1,789
10,"Whitebad","wm6",1,719
10,"Whitebad","peace",0,1241
10,"Whitebad","bm56",1,603
10,"Whitebad","good",1,397
10,"Whitebad","wm4",1,638
10,"Whitebad","pleasure",1,790
10,"Whitebad","bf23",1,505
10,"Whitebad","bf23",1,1004
10,"Whitebad","evil",0,1064
10,"Whitebad","bf56",1,716
10,"Whitebad","wm1",1,541
10,"Whitebad","wicked",1,705
10,"Whitebad","wf2",1,407
10,"Whitebad","peace",0,1154
10,"Whitebad","wf2",0,1903
10,"Whitebad","joy",1,1128
10,"Whitebad","wm1",1,653
10,"Whitebad","hate",1,932
10,"Whitebad","wf3",1,1257
10,"Whitebad","terrible",1,585
10,"Whitebad","wm4",1,603
10,"Whitebad","wf6",1,552
10,"Whitebad","failure",1,748
10,"Whitebad","wm6",1,503
10,"Whitebad","evil",1,621
10,"Whitebad","bm23",0,746
10,"Whitebad","terrible",0,1210
10,"Whitebad","bf14",0,1175
10,"Whitebad","hate",0,2965
10,"Whitebad","wm6",1,38
10,"Whitebad","love",1,1022
10,"Whitebad","bm56",1,391
10,"Whitebad","pleasure",1,1393
10,"Whitebad","wm1",1,579
10,"Whitebad","failure",1,1462
10,"Whitebad","bm14",1,1997
10,"Whitebad","wicked",0,852
10,"Whitebad","bf14",1,1431
10,"Whitebad","pain",1,880
10,"Whitebad","bf23",1,590
10,"Whitebad","good",0,988
10,"Whitebad","wf2",0,577
10,"Whitebad","laughter",1,1003
10,"Whitebad","bm23",1,476
10,"Whitebad","annoying",1,627
11,"Whitegood","joy",1,703
11,"Whitegood","wf2",1,900
11,"Whitegood","wicked",1,690
11,"Whitegood","bm14",1,560
11,"Whitegood","pleasure",1,572
11,"Whitegood","bf56",1,791
11,"Whitegood","love",1,1017
11,"Whitegood","wm1",1,810
11,"Whitegood","horrible",1,1260
11,"Whitegood","wm6",1,755
11,"Whitegood","laughter",1,783
11,"Whitegood","wm4",1,897
11,"Whitegood","bf14",1,601
11,"Whitegood","annoying",1,851
11,"Whitegood","wf6",1,763
11,"Whitegood","hate",1,654
11,"Whitegood","bm23",1,654
11,"Whitegood","evil",1,669
11,"Whitegood","bm56",1,708
11,"Whitegood","bf23",1,671
11,"Whitegood","terrible",1,678
11,"Whitegood","bf23",1,604
11,"Whitegood","glory",1,790
11,"Whitegood","bf56",1,536
11,"Whitegood","good",1,1164
11,"Whitegood","wf3",1,951
11,"Whitegood","peace",1,771
11,"Whitegood","bm23",1,622
11,"Whitegood","failure",1,599
11,"Whitegood","bf14",1,608
11,"Whitegood","laughter",1,618
11,"Whitegood","bm14",1,579
11,"Whitegood","pain",1,830
11,"Whitegood","bm56",1,622
11,"Whitegood","joy",1,527
11,"Whitegood","wm4",1,571
11,"Whitegood","wf6",1,521
11,"Whitegood","annoying",1,606
11,"Whitegood","bf23",1,640
11,"Whitegood","failure",1,536
11,"Whitegood","bm56",1,588
11,"Whitegood","good",1,518
11,"Whitegood","wf3",1,555
11,"Whitegood","glory",1,623
11,"Whitegood","wm6",1,592
11,"Whitegood","pleasure",1,602
11,"Whitegood","wm1",1,715
11,"Whitegood","terrible",1,569
11,"Whitegood","wf2",1,611
11,"Whitegood","evil",1,493
11,"Whitegood","wm4",1,794
11,"Whitegood","love",1,597
11,"Whitegood","wf3",1,558
11,"Whitegood","hate",1,546
11,"Whitegood","bm23",1,462
11,"Whitegood","horrible",1,549
11,"Whitegood","wf6",1,465
11,"Whitegood","pain",1,568
11,"Whitebad","wicked",1,1732
11,"Whitebad","wf2",1,1224
11,"Whitebad","terrible",1,1377
11,"Whitebad","bm14",1,1187
11,"Whitebad","hate",1,942
11,"Whitebad","bf56",1,1074
11,"Whitebad","laughter",0,1812
11,"Whitebad","wf3",1,1034
11,"Whitebad","evil",1,2210
11,"Whitebad","wm4",1,2051
11,"Whitebad","joy",1,1763
11,"Whitebad","bm56",1,1263
11,"Whitebad","horrible",1,1807
11,"Whitebad","wm1",0,2439
11,"Whitebad","love",1,1520
11,"Whitebad","wf6",1,1069
11,"Whitebad","glory",1,1629
11,"Whitebad","bf23",1,1173
11,"Whitebad","pleasure",1,1808
11,"Whitebad","wm6",1,1337
11,"Whitebad","bm23",1,952
11,"Whitebad","annoying",1,788
11,"Whitebad","wm6",1,902
11,"Whitebad","pain",0,1102
11,"Whitebad","wm1",1,1344
11,"Whitebad","peace",1,1877
11,"Whitebad","wm4",1,979
11,"Whitebad","failure",1,943
11,"Whitebad","wf6",0,1889
11,"Whitebad","bf14",1,1209
11,"Whitebad","good",1,1523
11,"Whitebad","bm14",1,2200
11,"Whitebad","love",1,843
11,"Whitebad","wf2",1,1034
11,"Whitebad","terrible",1,1306
11,"Whitebad","wf3",1,616
11,"Whitebad","wicked",1,729
11,"Whitebad","bm56",1,742
11,"Whitebad","hate",1,826
11,"Whitebad","wf3",1,770
11,"Whitebad","good",1,1013
11,"Whitebad","bf56",1,1030
11,"Whitebad","joy",1,1247
11,"Whitebad","bf14",1,567
11,"Whitebad","pleasure",1,890
11,"Whitebad","bf23",1,848
11,"Whitebad","horrible",1,904
11,"Whitebad","bm23",0,999
11,"Whitebad","peace",1,1543
11,"Whitebad","wf2",0,2695
11,"Whitebad","failure",1,248
11,"Whitebad","bf56",1,1800
11,"Whitebad","evil",1,674
11,"Whitebad","bm23",1,769
11,"Whitebad","laughter",1,826
11,"Whitebad","wm4",1,803
11,"Whitebad","glory",1,2381
11,"Whitebad","bf23",1,975
11,"Whitebad","annoying",1,811
12,"Whitegood","terrible",1,1708
12,"Whitegood","bf56",1,1377
12,"Whitegood","love",1,909
12,"Whitegood","bm14",1,1586
12,"Whitegood","pleasure",1,756
12,"Whitegood","wm1",1,1208
12,"Whitegood","pain",1,682
12,"Whitegood","wf3",1,864
12,"Whitegood","horrible",1,951
12,"Whitegood","wf2",1,1723
12,"Whitegood","peace",1,857
12,"Whitegood","bf23",1,1360
12,"Whitegood","good",1,1212
12,"Whitegood","bm23",1,1325
12,"Whitegood","laughter",1,867
12,"Whitegood","wm6",1,841
12,"Whitegood","hate",1,690
12,"Whitegood","bf14",1,752
12,"Whitegood","wicked",1,1092
12,"Whitegood","wf6",1,681
12,"Whitegood","wm4",1,1182
12,"Whitegood","evil",1,657
12,"Whitegood","bm56",1,664
12,"Whitegood","bf14",0,1358
12,"Whitegood","annoying",1,1121
12,"Whitegood","wf3",1,614
12,"Whitegood","glory",1,943
12,"Whitegood","bf56",1,859
12,"Whitegood","joy",1,755
12,"Whitegood","wm1",1,726
12,"Whitegood","good",1,868
12,"Whitegood","bm56",1,690
12,"Whitegood","laughter",1,865
12,"Whitegood","bm23",1,720
12,"Whitegood","love",1,685
12,"Whitegood","bf23",1,955
12,"Whitegood","wm4",1,705
12,"Whitegood","failure",1,703
12,"Whitegood","wm6",1,628
12,"Whitegood","hate",1,725
12,"Whitegood","wf6",1,713
12,"Whitegood","wicked",1,1103
12,"Whitegood","wf2",1,637
12,"Whitegood","failure",1,717
12,"Whitegood","bm14",1,714
12,"Whitegood","glory",1,863
12,"Whitegood","bm14",1,679
12,"Whitegood","terrible",1,982
12,"Whitegood","bf14",1,680
12,"Whitegood","pain",1,631
12,"Whitegood","bf23",1,695
12,"Whitegood","joy",1,670
12,"Whitegood","wf2",1,660
12,"Whitegood","horrible",1,684
12,"Whitegood","wf3",1,690
12,"Whitegood","evil",1,633
12,"Whitegood","wm1",1,761
12,"Whitegood","peace",1,709
12,"Whitebad","laughter",1,1932
12,"Whitebad","bf56",1,1000
12,"Whitebad","good",1,978
12,"Whitebad","bf23",1,692
12,"Whitebad","wicked",0,1912
12,"Whitebad","bm14",1,2016
12,"Whitebad","evil",1,1698
12,"Whitebad","wf2",0,1463
12,"Whitebad","pleasure",1,1550
12,"Whitebad","bm23",1,1082
12,"Whitebad","pain",1,1104
12,"Whitebad","wf3",1,782
12,"Whitebad","hate",0,1243
12,"Whitebad","wm6",1,784
12,"Whitebad","love",1,866
12,"Whitebad","bf14",0,1431
12,"Whitebad","horrible",1,1889
12,"Whitebad","bm56",1,1071
12,"Whitebad","failure",1,1470
12,"Whitebad","bm23",1,830
12,"Whitebad","wf6",1,1528
12,"Whitebad","wm4",1,813
12,"Whitebad","terrible",0,2003
12,"Whitebad","wm1",1,800
12,"Whitebad","glory",1,874
12,"Whitebad","bf56",0,1768
12,"Whitebad","peace",0,2475
12,"Whitebad","bf14",0,2287
12,"Whitebad","annoying",1,2655
12,"Whitebad","wf3",1,847
12,"Whitebad","evil",0,1589
12,"Whitebad","wf2",1,745
12,"Whitebad","joy",1,1166
12,"Whitebad","wm6",1,681
12,"Whitebad","peace",1,815
12,"Whitebad","wm1",0,1408
12,"Whitebad","good",0,2399
12,"Whitebad","bm56",0,1852
12,"Whitebad","failure",1,1457
12,"Whitebad","bm14",0,1498
12,"Whitebad","annoying",1,1254
12,"Whitebad","wm4",1,838
12,"Whitebad","wf6",1,762
12,"Whitebad","pleasure",1,1806
12,"Whitebad","bf23",1,632
12,"Whitebad","pain",1,800
12,"Whitebad","wf2",1,818
12,"Whitebad","laughter",1,763
12,"Whitebad","bf56",1,646
12,"Whitebad","terrible",1,806
12,"Whitebad","bf14",0,2253
12,"Whitebad","love",1,847
12,"Whitebad","wf6",1,687
12,"Whitebad","glory",1,1677
12,"Whitebad","wm1",1,684
12,"Whitebad","wicked",1,866
12,"Whitebad","bm23",1,905
12,"Whitebad","hate",1,1015
13,"Whitebad","peace",1,610
13,"Whitebad","wm1",1,1554
13,"Whitebad","love",1,1199
13,"Whitebad","bm23",1,1064
13,"Whitebad","pleasure",1,879
13,"Whitebad","wf2",1,926
13,"Whitebad","failure",1,604
13,"Whitebad","bm14",1,949
13,"Whitebad","wicked",0,1419
13,"Whitebad","wm4",1,2008
13,"Whitebad","horrible",1,1011
13,"Whitebad","bm56",1,740
13,"Whitebad","annoying",1,1432
13,"Whitebad","bf23",1,680
13,"Whitebad","hate",1,775
13,"Whitebad","bf56",1,618
13,"Whitebad","wm6",1,1287
13,"Whitebad","terrible",1,702
13,"Whitebad","wf3",1,563
13,"Whitebad","bf14",1,800
13,"Whitebad","good",0,2549
13,"Whitebad","bf14",1,925
13,"Whitebad","evil",1,747
13,"Whitebad","bf23",1,510
13,"Whitebad","glory",0,1214
13,"Whitebad","bm56",1,556
13,"Whitebad","laughter",1,1056
13,"Whitebad","wf6",1,543
13,"Whitebad","joy",1,836
13,"Whitebad","bf56",1,652
13,"Whitebad","bm14",1,854
13,"Whitebad","laughter",1,526
13,"Whitebad","bm23",1,402
13,"Whitebad","good",1,500
13,"Whitebad","wf3",0,1191
13,"Whitebad","pain",0,1142
13,"Whitebad","wm1",1,958
13,"Whitebad","annoying",1,538
13,"Whitebad","wm6",1,502
13,"Whitebad","wicked",1,1579
13,"Whitebad","wm4",1,782
13,"Whitebad","hate",0,1164
13,"Whitebad","wf6",1,674
13,"Whitebad","evil",1,706
13,"Whitebad","bf56",1,655
13,"Whitebad","love",1,639
13,"Whitebad","wf2",1,935
13,"Whitebad","failure",1,795
13,"Whitebad","bm14",1,573
13,"Whitebad","horrible",0,1307
13,"Whitebad","bm23",1,621
13,"Whitebad","peace",1,1638
13,"Whitebad","wf6",1,743
13,"Whitebad","glory",1,971
13,"Whitebad","wm1",1,910
13,"Whitebad","pleasure",1,748
13,"Whitebad","wm6",1,511
13,"Whitebad","terrible",1,925
13,"Whitegood","terrible",1,1510
13,"Whitegood","wf3",1,1027
13,"Whitegood","hate",1,1140
13,"Whitegood","bm14",1,552
13,"Whitegood","peace",1,1524
13,"Whitegood","wm6",1,569
13,"Whitegood","wf2",1,475
13,"Whitegood","pain",0,981
13,"Whitegood","bm56",1,451
13,"Whitegood","joy",1,835
13,"Whitegood","wf6",1,867
13,"Whitegood","glory",1,658
13,"Whitegood","bf23",1,609
13,"Whitegood","pleasure",1,795
13,"Whitegood","bf56",1,732
13,"Whitegood","good",1,993
13,"Whitegood","bf14",1,682
13,"Whitegood","horrible",1,921
13,"Whitegood","wm4",1,965
13,"Whitegood","wm1",1,601
13,"Whitegood","laughter",1,819
13,"Whitegood","bm23",1,643
13,"Whitegood","evil",1,500
13,"Whitegood","wm6",1,657
13,"Whitegood","love",1,601
13,"Whitegood","bm56",1,546
13,"Whitegood","laughter",1,1103
13,"Whitegood","bm14",1,684
13,"Whitegood","failure",1,1043
13,"Whitegood","bf14",1,818
13,"Whitegood","wf3",1,459
13,"Whitegood","glory",1,547
13,"Whitegood","wf2",1,406
13,"Whitegood","wicked",0,814
13,"Whitegood","bm23",1,520
13,"Whitegood","annoying",1,677
13,"Whitegood","bf23",1,523
13,"Whitegood","failure",1,376
13,"Whitegood","bf56",1,362
13,"Whitegood","good",1,614
13,"Whitegood","wm1",1,463
13,"Whitegood","horrible",1,734
13,"Whitegood","wf6",1,515
13,"Whitegood","pleasure",1,472
13,"Whitegood","bm23",1,574
13,"Whitegood","pain",1,489
13,"Whitegood","wm4",1,655
13,"Whitegood","terrible",0,981
13,"Whitegood","bf14",1,505
13,"Whitegood","wicked",1,646
13,"Whitegood","wf2",1,542
13,"Whitegood","hate",1,634
13,"Whitegood","wf6",1,522
13,"Whitegood","joy",1,655
13,"Whitegood","wf3",1,535
13,"Whitegood","annoying",1,603
13,"Whitegood","bf56",1,509
13,"Whitegood","peace",0,1413
14,"Whitebad","love",0,2162
14,"Whitebad","wm4",1,1041
14,"Whitebad","peace",1,1353
14,"Whitebad","wf6",1,877
14,"Whitebad","horrible",0,1612
14,"Whitebad","bm23",1,1621
14,"Whitebad","joy",0,1901
14,"Whitebad","bm14",1,1851
14,"Whitebad","evil",0,1296
14,"Whitebad","wf2",1,512
14,"Whitebad","pleasure",0,1618
14,"Whitebad","bf23",0,1557
14,"Whitebad","wf3",1,1307
14,"Whitebad","glory",0,1193
14,"Whitebad","wm1",1,722
14,"Whitebad","wicked",0,2288
14,"Whitebad","wm6",1,693
14,"Whitebad","laughter",0,1168
14,"Whitebad","bf56",1,2077
14,"Whitebad","wf6",1,1521
14,"Whitebad","pain",1,1135
14,"Whitebad","wm6",1,411
14,"Whitebad","good",1,605
14,"Whitebad","bm56",1,878
14,"Whitebad","failure",1,677
14,"Whitebad","wm4",0,1249
14,"Whitebad","terrible",1,1035
14,"Whitebad","bf14",0,1167
14,"Whitebad","hate",1,1029
14,"Whitebad","wf2",1,742
14,"Whitebad","glory",1,1002
14,"Whitebad","bf14",1,860
14,"Whitebad","laughter",0,1336
14,"Whitebad","wf3",1,599
14,"Whitebad","annoying",1,1337
14,"Whitebad","bf23",1,1269
14,"Whitebad","terrible",1,797
14,"Whitebad","bm56",1,758
14,"Whitebad","good",1,770
14,"Whitebad","bf56",1,725
14,"Whitebad","pain",1,1098
14,"Whitebad","bm23",1,535
14,"Whitebad","annoying",1,980
14,"Whitebad","wm1",1,782
14,"Whitebad","hate",1,1105
14,"Whitebad","bm14",1,854
14,"Whitebad","pleasure",1,798
14,"Whitebad","wf2",1,624
14,"Whitebad","joy",1,793
14,"Whitebad","bm23",0,1122
14,"Whitebad","wf6",1,1169
14,"Whitebad","evil",1,860
14,"Whitebad","bf14",0,1621
14,"Whitebad","failure",1,723
14,"Whitebad","wf3",1,928
14,"Whitebad","love",1,709
14,"Whitebad","bm14",0,1659
14,"Whitebad","wicked",1,905
14,"Whitegood","peace",1,481
14,"Whitegood","wm1",1,455
14,"Whitegood","glory",1,455
14,"Whitegood","bf23",1,487
14,"Whitegood","annoying",1,613
14,"Whitegood","wm6",1,517
14,"Whitegood","wicked",1,467
14,"Whitegood","wf3",1,513
14,"Whitegood","terrible",1,535
14,"Whitegood","wf6",1,435
14,"Whitegood","horrible",1,428
14,"Whitegood","bf14",1,1100
14,"Whitegood","joy",1,458
14,"Whitegood","bm56",1,449
14,"Whitegood","failure",1,577
14,"Whitegood","bf56",1,467
14,"Whitegood","love",1,474
14,"Whitegood","bm23",1,881
14,"Whitegood","pleasure",1,495
14,"Whitegood","bm14",1,341
14,"Whitegood","bm56",1,478
14,"Whitegood","hate",1,909
14,"Whitegood","wf2",1,521
14,"Whitegood","laughter",1,518
14,"Whitegood","bf23",1,419
14,"Whitegood","evil",1,492
14,"Whitegood","wm4",1,482
14,"Whitegood","pain",1,1056
14,"Whitegood","wf3",1,552
14,"Whitegood","wf6",1,422
14,"Whitegood","annoying",0,853
14,"Whitegood","bm14",0,1496
14,"Whitegood","good",1,931
14,"Whitegood","wm6",1,695
14,"Whitegood","terrible",1,614
14,"Whitegood","wm4",1,591
14,"Whitegood","peace",1,633
14,"Whitegood","wf2",1,425
14,"Whitegood","laughter",1,474
14,"Whitegood","bm23",1,497
14,"Whitegood","pleasure",1,615
14,"Whitegood","bf14",1,672
14,"Whitegood","wm1",1,672
14,"Whitegood","love",1,575
14,"Whitegood","wm6",1,401
14,"Whitegood","failure",1,499
14,"Whitegood","bf56",0,777
14,"Whitegood","glory",1,490
14,"Whitegood","wf6",1,424
14,"Whitegood","wicked",1,697
14,"Whitegood","bf14",1,606
14,"Whitegood","hate",1,520
14,"Whitegood","bf23",1,365
